Path	Sample Name	Tissue Category	Phenotype	Cell ID	Total Cells	Tissue Category Area (pixels)	Cell Density (per megapixel)	Cell X Position	Cell Y Position	Process Region ID	Distance from Process Region Edge (pixels)	Category Region ID	Distance from Tissue Category Edge (pixels)	Nucleus Area (pixels)	Nucleus Area (percent)	Nucleus Compactness	Nucleus Minor Axis	Nucleus Major Axis	Nucleus Axis Ratio	"Nucleus DAPI (DAPI) Min (Normalized Counts, Total Weighting)"	"Nucleus DAPI (DAPI) Mean (Normalized Counts, Total Weighting)"	"Nucleus DAPI (DAPI) Max (Normalized Counts, Total Weighting)"	"Nucleus DAPI (DAPI) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus DAPI (DAPI) Total (Normalized Counts, Total Weighting)"	"Nucleus CD4 (Opal 520) Min (Normalized Counts, Total Weighting)"	"Nucleus CD4 (Opal 520) Mean (Normalized Counts, Total Weighting)"	"Nucleus CD4 (Opal 520) Max (Normalized Counts, Total Weighting)"	"Nucleus CD4 (Opal 520) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus CD4 (Opal 520) Total (Normalized Counts, Total Weighting)"	"Nucleus CD20 (Opal 540) Min (Normalized Counts, Total Weighting)"	"Nucleus CD20 (Opal 540) Mean (Normalized Counts, Total Weighting)"	"Nucleus CD20 (Opal 540) Max (Normalized Counts, Total Weighting)"	"Nucleus CD20 (Opal 540) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus CD20 (Opal 540) Total (Normalized Counts, Total Weighting)"	"Nucleus CD8 (Opal 570) Min (Normalized Counts, Total Weighting)"	"Nucleus CD8 (Opal 570) Mean (Normalized Counts, Total Weighting)"	"Nucleus CD8 (Opal 570) Max (Normalized Counts, Total Weighting)"	"Nucleus CD8 (Opal 570) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus CD8 (Opal 570) Total (Normalized Counts, Total Weighting)"	"Nucleus FoxP3 (Opal 620) Min (Normalized Counts, Total Weighting)"	"Nucleus FoxP3 (Opal 620) Mean (Normalized Counts, Total Weighting)"	"Nucleus FoxP3 (Opal 620) Max (Normalized Counts, Total Weighting)"	"Nucleus FoxP3 (Opal 620) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus FoxP3 (Opal 620) Total (Normalized Counts, Total Weighting)"	"Nucleus CD68 (Opal 650) Min (Normalized Counts, Total Weighting)"	"Nucleus CD68 (Opal 650) Mean (Normalized Counts, Total Weighting)"	"Nucleus CD68 (Opal 650) Max (Normalized Counts, Total Weighting)"	"Nucleus CD68 (Opal 650) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus CD68 (Opal 650) Total (Normalized Counts, Total Weighting)"	"Nucleus PanCK (Opal 690) Min (Normalized Counts, Total Weighting)"	"Nucleus PanCK (Opal 690) Mean (Normalized Counts, Total Weighting)"	"Nucleus PanCK (Opal 690) Max (Normalized Counts, Total Weighting)"	"Nucleus PanCK (Opal 690) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus PanCK (Opal 690) Total (Normalized Counts, Total Weighting)"	"Nucleus Autofluorescence Min (Normalized Counts, Total Weighting)"	"Nucleus Autofluorescence Mean (Normalized Counts, Total Weighting)"	"Nucleus Autofluorescence Max (Normalized Counts, Total Weighting)"	"Nucleus Autofluorescence Std Dev (Normalized Counts, Total Weighting)"	"Nucleus Autofluorescence Total (Normalized Counts, Total Weighting)"	Lab ID	Slide ID	TMA Sector	TMA Row	TMA Column	TMA Field	Confidence	inForm 2.4.6781.17769
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Strama	Treg	all	417	2067200	201.7							43640	2.11%					0	3.228	10.457	1.047	140881.398	0	2.807	18.468	1.493	122513.707	0	4.01	42.458	4.205	174992.854	0	0.084	6.189	0.132	3644.489	0	1.281	24.624	2.237	55894.072	0	0.975	22.189	1.226	42532.644	0	2.001	13.182	0.856	87333.07	2.723	7.481	19.515	1.152	326465.875		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Strama	All	all	5230	2067200	2530							510535	24.70%					0	3.051	12.894	1.203	1557448.102	0	0.942	41.955	1.344	480817.327	0	3.412	63.375	5.369	1741767.066	0	0.109	11.398	0.205	55698.817	0	0.236	24.624	0.808	120272.292	0	0.757	48.37	1.329	386511.095	0	1.423	18.944	0.824	726291.15	1.74	7.499	20.309	1.283	3828615.851		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Tumor	CD20	all	0	193152	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Tumor	CD4	all	8	193152	41							519	0.27%					0.681	3.336	7.501	0.788	1731.507	1.797	5.885	11.417	1.018	3054.341	0	0.073	1.413	0.165	37.801	0	0.19	1.011	0.128	98.69	0	0.325	2.437	0.401	168.646	0.008	2.467	15.034	2.103	1280.225	0.625	2.603	6.94	0.659	1350.847	4.004	7.739	12.921	0.965	4016.607		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Tumor	CD68	all	101	193152	522.9							13611	7.05%					0	2.613	9.797	1.008	35564.053	0	0.997	11.727	1.253	13567.33	0	0.179	12.778	0.219	2435.366	0	0.031	2.266	0.083	425.053	0	1.426	7.233	0.829	19405.364	0	12.099	65.222	7.194	164682.698	0	5.918	29.584	2.823	80554.961	2.384	7.26	16.305	0.997	98810.358		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Tumor	CD8	all	14	193152	72.5							1736	0.90%					0.522	4.055	10.317	1.246	7039.128	0	0.451	5.884	0.524	783.137	0	0.286	2.63	0.106	496.201	0	0.898	7.663	0.445	1559.787	0	0.432	8.702	0.326	750.599	0	2.123	24.267	1.536	3685.71	0.194	2.57	11.952	0.753	4461.76	2.735	7.519	13.724	1.132	13052.728		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Tumor	FoxP3	all	3	193152	16							257	0.13%					0.453	3.57	7.76	0.793	917.374	0	1.351	4.203	0.653	347.251	0	0.059	0.647	0.026	15.042	0	0.009	0.207	0.006	2.405	0.173	3.224	16.584	3.54	828.617	0	2.26	7.145	1.196	580.694	0.608	2.902	8.673	1.224	745.855	3.631	6.925	11.513	0.813	1779.773		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Tumor	others	all	421	193152	2180							47466	24.57%					0	2.931	10.842	1.162	139120.915	0	0.452	13.51	0.641	21444.513	0	0.235	47.049	0.411	11161.154	0	0.117	2.988	0.147	5555.231	0	0.252	3.844	0.259	11976.503	0	2.122	24.804	2.07	100720.648	0	2.788	30.008	1.666	132351.154	1.319	6.833	17.936	1.091	324323.078		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Tumor	Treg	all	23	193152	119							2598	1.35%					0.352	2.793	9.414	0.959	7255.804	0	2.954	14.297	1.29	7673.547	0	0.346	10.941	0.49	898.538	0	0.057	2.502	0.076	148.796	0	1.863	19.417	2.891	4840.598	0	3.961	19.987	3.18	10289.702	0	3.558	12.223	1.424	9243.804	2.585	7.218	15.272	1.247	18752.093		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Tumor	All	all	585	193152	3029							66786	34.58%					0	2.902	10.842	1.154	193781.648	0	0.707	14.297	1.137	47194.196	0	0.228	47.049	0.379	15206.752	0	0.121	7.663	0.245	8068.893	0	0.583	20.751	1.012	38952.695	0	4.237	65.222	5.248	282980.99	0	3.452	30.008	2.3	230525.04	1.319	6.968	17.936	1.119	465372.949		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Empty	CD20	all	0	0	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Empty	CD4	all	0	0	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Empty	CD68	all	0	0	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Empty	CD8	all	0	0	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Empty	FoxP3	all	0	0	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Empty	others	all	0	0	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Empty	Treg	all	0	0	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Empty	All	all	0	0	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Strama2	CD20	all	638	367936	1734							71249	19.36%					0	2.87	9.872	0.928	204494.083	0	1.981	24.498	1.283	141162.59	0	15.719	67.274	7.324	1119943.635	0	0.016	3.398	0.055	1123.314	0	0.218	11.523	0.292	15541.106	0	1.316	29.564	1.148	93760.399	0	2.014	14.285	0.729	143506.284	2.295	7.833	19.806	1.24	558108.987		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Strama2	CD4	all	13	367936	35.3							1428	0.39%					0	3.311	7.529	0.756	4728.79	2.408	8.45	29.494	2.625	12066.019	0	8.756	35.795	4.309	12503.985	0	0.034	1.264	0.07	48.234	0	0.129	1.086	0.074	184.18	0	1.009	4.077	0.252	1441.174	0	2.115	5.4	0.598	3020.506	4.24	8.377	14.338	1.103	11961.925		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Strama2	CD68	all	42	367936	114							7269	1.98%					0	2.49	7.498	0.801	18100.167	0	1.356	13.578	1.058	9854.236	0	3.287	34.316	2.995	23896.357	0	0.04	2.608	0.065	289.756	0	1.071	8.827	0.569	7783.838	0	8.099	43.602	4.181	58874.616	0	4.686	22.109	1.906	34063.235	3.17	7.057	13.018	0.836	51298.384		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Strama2	CD8	all	11	367936	29.9							1838	0.50%					0.372	3.368	9.346	0.994	6190.955	0	1.045	9.957	0.918	1921.385	0	4.584	29.791	2.427	8424.693	0	0.541	6.509	0.344	994.218	0	0.404	2.013	0.167	742.663	0	1.858	15.391	1.303	3414.219	0	2.567	8.979	0.688	4717.646	3.154	6.802	12.805	0.857	12502.561		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Strama2	FoxP3	all	0	367936	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Strama2	others	all	242	367936	657.7							26504	7.20%					0.129	2.911	10.746	1.023	77154.92	0	0.674	10.587	0.355	17862.136	0	2.82	27.666	1.828	74740.157	0	0.076	3.047	0.113	2003.116	0	0.252	3.617	0.178	6689.61	0	1.757	18.401	1.255	46572.27	0	2.117	10.58	0.658	56119.24	2.506	7.015	16.344	0.997	185925.468		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Strama2	Treg	all	498	367936	1353							56643	15.39%					0	2.847	9.849	0.913	161268.735	0	2.902	28.581	1.878	164357.347	0	7.644	52.64	5.343	432978.927	0	0.029	5.672	0.082	1649.492	0	0.516	20.352	1.034	29233.161	0	1.936	29.2	2.47	109654.245	0	2.384	16.038	1.055	135060.617	2.54	7.172	17.234	1.065	406262.146		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	Strama2	All	all	1466	367936	3984.4							165893	45.09%					0	2.859	10.746	0.941	474360.71	0	2.101	29.494	1.748	348616.621	0	10.123	67.274	7.94	1679325.255	0	0.037	6.509	0.11	6202.728	0	0.364	20.352	0.672	60387.202	0	1.9	43.602	2.216	315245.695	0	2.282	22.109	1.018	378498.586	2.295	7.434	19.806	1.193	1233288.08		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	All	CD20	all	1369	2628288	520.87							141950	38.58%					0	3.081	10.19	1.001	437376.94	0	1.721	24.498	1.153	244341.034	0	14.472	67.274	6.933	2054274.279	0	0.021	6.22	0.071	3006.596	0	0.163	11.523	0.244	23189.701	0	0.932	30.104	0.979	132358.952	0	1.664	14.285	0.712	236195.207	2.269	8.098	20.309	1.331	1149479.935		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	All	CD4	all	66	2628288	25.1							5530	0.27%					0	3.337	8.135	0.803	18452.98	0.73	7.825	41.955	4.262	43269.824	0	3.2	35.795	3.601	17697.117	0	0.17	2.064	0.135	940.212	0	0.127	4.025	0.203	700.504	0	1.083	16.195	1.261	5987.78	0	2.01	8.088	0.781	11114.75	3.188	8.272	15.468	1.333	45743.089		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	All	CD68	all	195	2628288	74.19							26451	7.19%					0	2.621	9.797	0.958	69326.851	0	1.171	13.578	1.176	30980.393	0	1.249	34.316	1.909	33046.346	0	0.043	4.59	0.082	1135.772	0	1.298	9.718	0.766	34325.915	0	10.264	65.222	6.192	271490.481	0	5.308	29.584	2.488	140412.954	2.384	7.29	17.08	0.961	192840.869		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	All	CD8	all	94	2628288	35.8							11815	0.57%					0.266	3.821	11.925	0.955	45142.42	0	1.022	13.782	0.97	12076.647	0	1.957	30.747	2.071	23126.802	0	0.781	11.398	0.674	9228.874	0	0.45	14.407	0.84	5321.516	0	1.149	24.267	1.259	13578.389	0	2.003	11.952	0.82	23662.164	2.735	7.648	16.641	1.068	90357.277		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	All	FoxP3	all	59	2628288	22.4							4468	0.22%					0.011	3.611	9.735	1.251	16132.893	0	1.166	6.377	0.628	5207.766	0	1.741	33.798	2.451	7779.81	0	0.099	2.829	0.089	441.398	0	2.338	20.284	2.484	10446.838	0	0.45	9.629	0.751	2009.162	0	1.486	8.673	0.886	6640.493	3.008	8.228	18.046	1.094	36762.67		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	All	others	all	4456	2628288	1695.4							445325	21.54%					0	2.954	12.894	1.227	1315694.7	0	0.539	13.51	0.614	239848.275	0	1.511	47.049	2.201	673079.838	0	0.11	4.78	0.155	49092.039	0	0.121	13.409	0.182	53953.898	0	0.874	26.213	1.193	389150.039	0	1.52	30.008	0.927	676688.908	1.319	7.239	19.907	1.209	3223887.74		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	All	Treg	all	938	2628288	356.9							102881	4.98%					0	3.007	10.457	0.997	309405.937	0	2.863	28.581	1.704	294544.602	0	5.918	52.64	5.205	608870.319	0	0.053	6.189	0.11	5442.777	0	0.874	24.624	1.769	89967.831	0	1.579	29.2	2.159	162476.591	0	2.252	16.038	1.03	231637.491	2.54	7.304	19.515	1.121	751480.114		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[5639,56968].im3"	All	All	all	7281	2628288	2770.2							743214	35.95%					0	2.995	12.894	1.154	2225590.461	0	1.18	41.955	1.497	876628.144	0	4.624	67.274	6.53	3436299.072	0	0.094	11.398	0.196	69970.438	0	0.295	24.624	0.808	219612.189	0	1.325	65.222	2.323	984737.78	0	1.797	30.008	1.202	1335314.777	1.319	7.437	20.309	1.262	5527276.88		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[15499,55617].im3"	Strama	CD20	all	128	1133408	112.9							12703	1.12%					0.078	3.779	11.714	1.275	48010.672	0	2.342	23.193	1.413	29750.202	0	13.335	61.16	6.614	169392.383	0	0.049	3.625	0.103	616.617	0	0.124	9.3	0.122	1577.455	0	0.475	20.632	0.379	6031.746	0	0.972	17.188	0.829	12350.063	2.67	9.11	23.777	1.683	115724.195		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[15499,55617].im3"	Strama	CD4	all	140	1133408	123.5							14252	1.26%					0.079	3.683	12.465	1.175	52486.639	0.619	9.821	40.53	3.329	139963.971	0	3.009	32.923	3.123	42879.442	0	0.249	2.749	0.161	3549.852	0	0.139	6.195	0.301	1975.082	0	0.866	19.455	1.315	12335.971	0	1.088	8.503	0.822	15507.76	3.339	9.372	20.426	1.491	133568.426		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[15499,55617].im3"	Strama	CD68	all	17	1133408	15							2812	0.25%					0.198	2.769	7.687	0.886	7787.305	0	2.327	19.617	1.638	6544.789	0	1.413	20.943	1.692	3973.62	0	0.113	1.326	0.082	318.106	0	0.969	3.791	0.351	2724.809	0	7.735	32.571	2.782	21751.906	0	3.906	13.596	1.448	10984.131	3.188	7.036	18.278	1.148	19784.799		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[15499,55617].im3"	Strama	CD8	all	46	1133408	40.6							5320	0.47%					0.659	4.331	12.437	1.063	23038.403	0	2.357	26.297	2.868	12541.545	0	2.19	28.993	2.443	11653.422	0	0.983	6.225	0.632	5231.23	0	0.254	6.669	0.245	1352.232	0	0.89	27.492	1.029	4734.443	0	1.731	13.117	1.061	9209.627	3.118	8.324	21.09	1.143	44282.786		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[15499,55617].im3"	Strama	FoxP3	all	14	1133408	12.4							997	0.09%					0.523	4.519	13.328	1.749	4505.896	0	1.232	6.983	0.782	1228.065	0	0.705	13.212	1.403	702.44	0	0.1	1.042	0.091	100.073	0	1.988	10.655	2.296	1981.933	0	0.151	2.069	0.124	150.11	0	0.871	9.522	1.589	868.562	2.972	8.975	18.028	1.495	8947.729		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[15499,55617].im3"	Strama	others	all	1465	1133408	1292.6							166935	14.73%					0	3.095	16.738	1.501	516737.103	0	0.78	24.357	0.786	130277.703	0	1.146	39.996	1.687	191334.105	0	0.157	4.042	0.116	26243.844	0	0.076	5.992	0.118	12614.922	0	0.597	20.614	0.876	99628.334	0	1.149	80.495	2.183	191787.536	2.334	7.679	22.857	1.499	1281920.093		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[15499,55617].im3"	Strama	Treg	all	248	1133408	218.8							28185	2.49%					0.195	3.661	13.891	1.401	103192.89	0	4.947	38.819	2.632	139418.862	0	3.935	38.781	4.264	110915.434	0	0.146	3.848	0.148	4123.297	0	1.302	43.888	3.195	36705.253	0	1.066	32.83	2.145	30031.479	0	1.735	16.055	1.402	48908.939	2.652	8.322	20.29	1.529	234553.117		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[15499,55617].im3"	Strama	All	all	2100	1133408	1852.8							232840	20.54%					0	3.27	16.738	1.479	761475.814	0	1.989	40.53	2.937	463225.34	0	2.299	61.16	4.144	535275.482	0	0.175	6.225	0.252	40673.722	0	0.255	43.888	1.205	59436.839	0	0.757	32.83	1.389	176222.729	0	1.251	80.495	1.967	291174.987	2.334	7.956	23.777	1.587	1852483.858		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[15499,55617].im3"	Tumor	CD20	all	14	692160	20.2							1131	0.16%					0	2.586	9.377	0.762	2925.225	0	2.477	10.502	1.299	2801.375	1.689	19.681	58.63	10.621	22259.689	0	0.008	0.931	0.021	9.115	0	0.329	6.279	0.387	371.694	0	0.957	12.083	1.083	1082.314	0.637	9.592	33.782	5.899	10848.721	3.583	7.979	15.507	1.516	9024.706		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[15499,55617].im3"	Tumor	CD4	all	25	692160	36.1							2511	0.36%					0	3.218	9.253	0.962	8081.34	2.181	8.93	26.487	3.197	22423.349	0	0.505	5.604	0.533	1268.244	0	0.212	2.9	0.168	533.212	0	0.434	6.576	0.754	1088.739	0	3.196	25.15	2.963	8024.716	0	4.069	22.045	2.092	10217.283	3.772	8.075	14.298	1.276	20277.357		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[15499,55617].im3"	Tumor	CD68	all	97	692160	140							16077	2.32%					0.094	2.716	9.304	0.819	43660.424	0	2.336	18.381	1.758	37552.094	0	0.177	17.15	0.346	2840.374	0	0.035	1.961	0.038	558.178	0	1.42	31.527	1.053	22821.492	0	10.313	56.582	5.321	165795.25	0.289	7.636	31.694	4.126	122770.983	2.672	6.56	15.021	0.838	105472.46		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[15499,55617].im3"	Tumor	CD8	all	19	692160	27.5							2944	0.43%					0	3.709	9.762	0.806	10919.902	0	2.287	18.456	1.813	6733.247	0	0.721	9.726	0.492	2122.241	0	0.815	6.286	0.372	2397.906	0	0.384	2.873	0.249	1131.495	0	2.471	18.938	1.905	7274.881	0.965	4.642	43.002	2.808	13667.435	2.925	7.252	14.587	1.068	21348.479		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[15499,55617].im3"	Tumor	FoxP3	all	2	692160	2.9							151	0.02%					1.059	4.556	10.86	0.351	687.997	0	2.315	6.215	1.024	349.508	0	0.012	0.605	0.013	1.769	0	0.009	0.312	0.013	1.389	0.414	9.718	26.416	8.008	1467.483	0	0.768	4.557	0.205	115.906	0.055	5.385	11.869	1.441	813.114	5.051	8.529	11.905	0.201	1287.874		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[15499,55617].im3"	Tumor	others	all	1000	692160	1444.8							189775	27.42%					0	2.565	16.396	1.174	486788.845	0	0.641	16.747	0.546	121693.532	0	0.308	39.681	0.879	58379.201	0	0.125	3.335	0.104	23667.634	0	0.142	13.774	0.272	26901.242	0	1.153	25.325	1.964	218822.211	0	11.257	69.218	7.117	2136222.538	1.916	6.451	20.148	1.142	1224262.616		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[15499,55617].im3"	Tumor	Treg	all	63	692160	91							6994	1.01%					0.176	3.099	13.406	1.39	21671.646	0	4.1	20.465	2.059	28673.218	0	1.55	37.983	3.87	10838.042	0	0.087	2.315	0.134	609.851	0	3.301	32.222	4.663	23086.224	0	5.307	42.7	4.858	37120.334	0.288	6.842	34.291	3.851	47855.674	2.307	7.049	16.323	1.219	49303.985		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[15499,55617].im3"	Tumor	All	all	1235	692160	1784.3							220436	31.85%					0	2.616	16.396	1.167	576730.961	0	1.001	26.487	1.692	220705.097	0	0.443	58.63	2.771	97763.239	0	0.126	6.286	0.149	27839.568	0	0.35	32.222	1.412	77068.608	0	1.997	56.582	3.768	440109.913	0	10.659	69.218	6.754	2349554.96	1.916	6.516	20.148	1.173	1436300.63		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[15499,55617].im3"	Empty	CD20	all	0	0	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[15499,55617].im3"	Empty	CD4	all	0	0	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13-2146	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\13-2146\Scan1\MSI	"13-2146_[15499,55617].im3"	Empty	CD68	all	0	0	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13-2146	0	0	0	0		
